names,signf_1,signf_2,signf_3,signf_4,signf_5,signf_6,signf_7
00819,1,1,1,1,1,0,0
00820,1,1,1,1,1,0,0
00821,1,1,1,1,0,0,0
00822,1,1,1,1,1,1,0
00823,1,1,1,1,1,0,1
00824,1,1,1,1,1,0,0
00825,1,1,1,1,1,0,0
00826,1,1,1,1,1,1,0
00827,1,1,1,1,1,1,1
00828,1,1,1,1,1,0,1
00829,1,1,1,1,1,1,1
00830,1,1,1,1,1,1,1
00831,1,1,1,0,0,0,1
00832,1,1,1,1,1,1,1
00833,1,1,1,1,1,0,0
00834,1,1,1,1,1,1,0
00835,1,1,1,1,1,1,1
00836,1,1,1,1,1,1,1
00837,1,1,1,1,1,1,0
00838,1,1,1,1,1,1,0
00839,1,1,1,1,1,0,0
00840,1,1,1,1,1,0,0
00841,1,1,1,1,1,1,0
00842,1,1,1,1,1,1,1
00843,1,1,1,1,1,1,1
00844,1,1,1,0,0,1,0
00845,1,1,1,1,1,1,1
00846,1,1,1,1,1,1,1
00847,1,1,1,1,1,1,1
00848,1,1,1,1,1,1,1
00849,1,1,1,1,1,1,0
00850,1,1,1,1,1,1,1
00851,1,1,0,1,0,0,0
00852,1,1,1,1,1,1,0
00853,1,1,1,1,1,1,0
00854,1,1,1,1,1,1,1
00855,1,1,1,1,1,1,0
00856,1,1,1,1,1,1,0
00857,1,1,1,1,1,0,1
00858,1,1,1,1,1,0,0
00859,1,1,1,1,1,1,1
00860,1,1,1,1,1,1,1
00861,1,1,1,1,0,1,0
00862,1,1,1,1,1,1,1
00863,1,1,1,1,1,0,0
00864,1,1,1,1,1,1,0
00865,1,1,1,1,1,1,1
00866,1,1,1,1,1,1,1
00867,1,1,1,1,1,1,1
00868,1,1,1,1,1,0,0
00869,1,1,1,1,1,1,0
00870,1,1,1,1,0,0,1
00871,1,1,1,1,1,1,1
00872,1,1,1,1,1,0,0
00873,1,1,1,0,0,0,0
00874,1,1,1,1,1,0,0
00875,1,1,1,1,1,1,1
00876,1,1,1,1,0,1,1
00877,1,1,1,1,1,1,1
00878,1,1,1,1,1,1,0
00879,1,1,1,1,1,0,1
00880,1,1,1,1,1,1,1
00881,1,1,1,1,0,1,0
00882,1,1,1,1,1,1,1
00883,1,1,1,1,1,1,1
00884,1,1,1,1,1,1,0
00885,1,1,1,1,1,1,0
00886,1,1,1,1,1,1,0
00887,1,1,1,1,1,1,1
00888,1,1,1,1,1,0,0
00889,1,1,1,1,1,0,1
00890,1,1,0,0,0,0,0
00891,1,1,1,0,0,1,1
00892,1,1,1,1,0,1,0
00893,1,1,1,1,1,1,0
00894,1,1,1,1,1,1,1
00895,1,1,1,1,1,1,1
00896,1,1,1,1,1,1,1
00897,1,1,1,1,1,1,1
00898,1,1,1,1,1,1,1
00899,1,1,1,1,1,1,1
00900,1,1,1,1,0,0,0
00901,1,1,1,1,1,0,0
00902,1,1,1,0,0,1,1
00903,1,1,1,1,1,0,1
00904,1,1,1,1,0,0,0
00905,1,1,1,1,1,1,1
00906,1,1,1,1,1,1,0
00907,1,1,1,1,1,0,1
00908,1,1,1,1,0,1,0
00909,1,1,1,1,1,1,1
00910,1,1,1,1,1,1,0
00911,1,1,1,1,0,0,0
00912,1,1,1,1,1,1,1
00913,1,1,1,1,1,0,0
00914,1,1,1,1,1,1,0
00915,1,1,1,1,1,1,1
00916,1,1,1,1,1,1,0
00917,1,1,1,1,1,1,1
00918,1,1,0,1,1,1,1
00919,1,1,1,1,1,0,0
00920,1,1,1,1,1,1,1
00921,1,1,1,1,1,1,1
00922,1,1,1,1,1,0,0
00923,1,1,1,1,0,0,1
00924,1,1,1,1,1,1,1
00925,1,1,1,1,1,1,1
00926,1,1,1,1,1,1,1
00927,1,1,1,1,1,1,1
00928,1,1,1,0,0,0,0
00929,1,1,1,0,0,0,0
00930,1,1,1,1,1,1,1
00931,1,1,1,1,1,1,1
00932,1,1,1,1,1,1,0
00933,1,1,1,1,1,0,1
00934,1,1,1,1,1,0,0
00935,1,1,1,1,1,0,1
00936,1,1,1,1,1,1,1
00937,1,1,1,1,0,1,0
00938,1,1,1,1,1,1,1
00939,1,1,1,1,1,1,0
00940,1,1,1,0,0,0,0
00941,1,1,1,1,1,0,0
00942,1,1,1,1,1,1,1
00943,1,1,1,1,1,1,1
00944,1,1,1,1,1,1,1
00945,1,1,1,1,1,1,1
00946,1,1,1,1,1,1,0
00947,1,1,1,1,1,0,0
00948,0,0,0,0,0,0,0
00949,1,1,1,1,1,1,1
00950,1,1,1,1,1,1,1
00951,1,1,1,1,1,1,1
00952,0,1,1,0,1,0,0
00953,1,1,1,1,1,1,1
00954,1,1,1,0,1,0,0
00955,0,1,1,1,1,0,0
00956,1,1,1,1,0,0,0
00957,1,1,1,1,1,1,0
00958,1,1,1,1,1,1,1
00959,1,1,1,1,1,1,1
00960,1,1,1,1,1,1,1
00961,1,1,1,1,0,1,1
00962,1,1,1,1,1,1,0
00963,1,1,1,1,1,1,1
00964,1,1,1,1,1,1,1
00965,1,1,1,1,0,1,0
00966,1,1,1,1,0,1,1
00967,1,1,1,1,0,0,1
00968,1,1,1,1,1,1,1
00969,1,1,1,1,0,1,0
00970,1,1,1,1,1,0,0
00971,1,1,1,1,1,1,1
00972,1,1,1,1,1,1,1
00973,1,1,1,1,1,1,1
00974,1,1,1,1,1,1,0
00975,1,1,1,1,1,1,1
00976,1,1,1,1,1,1,0
00977,1,1,1,1,1,1,1
00978,1,1,1,1,1,0,1
00979,1,1,1,1,0,1,0
00980,1,1,1,1,1,1,1
00981,1,1,1,1,1,1,1
00982,1,1,1,1,1,0,1
00983,1,1,1,1,1,1,0
00984,1,1,1,0,1,1,0
00985,1,1,1,1,1,0,0
00986,1,1,1,1,1,1,1
00987,1,1,1,1,1,1,1
00988,1,1,1,1,1,0,1
00989,1,1,1,0,0,1,0
00990,1,1,1,1,0,1,0
00991,1,1,1,1,1,0,0
00992,1,1,1,1,1,1,1
00993,1,1,1,1,1,0,0
00994,1,1,0,1,1,0,0
00995,1,1,1,1,1,1,0
00996,1,1,1,1,1,0,0
00997,1,1,1,1,1,1,1
00998,1,1,1,1,1,1,1
00999,1,1,1,1,1,1,1
e01000,1,1,1,1,1,1,0
e01001,1,1,1,1,1,0,1
e01002,1,1,1,1,1,1,0
e01003,1,1,1,1,1,1,0
e01004,1,1,1,0,0,0,0
e01005,1,1,1,1,1,1,1
e01006,1,1,1,1,1,1,1
e01007,1,1,1,1,1,0,0
e01008,1,1,1,1,1,1,1
e01009,1,1,1,1,1,1,0
e01010,1,1,1,1,1,1,1
e01011,1,1,1,1,0,0,0
e01012,1,1,1,1,0,0,0
e01013,1,1,1,1,1,1,1
e01014,1,1,1,1,1,1,0
e01015,1,1,1,1,1,1,0
e01016,1,1,1,1,1,1,1
e01017,1,1,1,1,1,1,1
e01018,1,1,1,1,0,0,1
e01019,1,1,1,1,1,0,0
e01020,1,1,1,1,1,1,0
e01021,1,1,1,1,1,1,1
e01022,1,1,1,1,0,0,0
e01023,1,1,1,1,1,0,0
e01024,1,1,1,1,1,0,0
e01025,1,1,1,0,0,0,1
e01026,1,1,1,1,1,1,1
e01027,1,1,1,1,1,0,1
e01028,1,1,1,1,0,1,1
e01029,1,1,1,0,0,0,0
e01030,1,1,1,1,1,0,0
e01031,1,1,1,1,1,0,0
e01032,1,1,1,1,0,0,0
e01033,1,1,1,1,1,1,1
e01034,1,1,1,1,1,0,0
e01035,1,1,1,1,1,0,0
e01036,1,1,1,1,1,1,1
e01037,1,1,1,1,1,1,0
e01038,1,1,1,1,1,1,1
e01039,1,1,1,1,1,1,0
e01040,1,1,1,1,0,0,1
e01041,1,1,1,1,1,0,0
e01042,1,1,1,1,0,0,0
e01043,1,1,1,1,1,0,0
e01044,1,1,1,1,0,0,0
e01045,1,1,1,1,1,1,1
e01046,1,1,1,1,1,0,0
e01047,1,1,1,1,1,1,0
e01048,1,1,1,1,1,1,0
e01049,1,1,1,1,1,1,0
e01050,1,1,1,1,1,0,0
e01051,1,1,1,1,1,1,1
e01052,1,1,1,1,0,1,0
e01053,1,1,1,1,1,0,0
e01054,1,1,1,1,1,1,0
e01055,1,1,1,1,1,1,1
e01056,1,1,1,1,1,0,1
e01057,1,1,1,1,1,1,0
e01058,1,1,1,1,1,1,1
e01059,1,1,1,1,1,0,0
e01060,1,1,1,1,1,0,0
e01061,1,1,1,1,1,0,0
e01062,1,1,1,1,1,1,1
e01063,1,1,1,1,1,1,1
e01064,1,1,1,1,1,1,1
e01065,1,1,1,1,1,0,1
e01066,1,1,1,1,0,0,1
e01067,1,1,1,1,1,1,1
e01068,1,1,1,1,1,0,0
e01069,1,1,1,1,1,1,1
e01070,1,1,1,1,1,1,1
e01071,1,1,1,1,0,1,0
e01072,1,1,1,1,1,0,1
e01073,1,1,1,1,1,1,0
e01074,1,1,1,1,1,0,0
e01075,1,1,1,1,1,1,1
e01076,1,1,1,1,1,1,1
e01077,1,1,1,1,1,1,1
e01078,1,0,0,0,0,0,0
e01079,1,1,1,1,0,0,0
e01080,1,1,1,1,0,1,0
e01081,1,1,1,1,1,0,1
e01082,1,1,1,0,0,0,0
e01083,1,1,1,1,1,0,1
e01084,1,1,1,1,1,1,1
e01085,1,1,1,1,1,0,0
e01086,1,1,1,1,1,1,1
e01087,1,1,1,1,1,0,0
e01088,1,1,1,1,1,1,1
e01089,1,1,1,1,1,0,1
e01090,1,1,1,1,1,1,1
e01091,1,1,1,1,0,0,1
e01092,1,1,1,1,0,1,1
e01093,1,1,1,1,1,0,1
e01094,1,0,0,0,0,0,0
e01095,1,1,1,1,1,1,0
e01096,1,1,1,1,1,0,0
e01097,1,1,1,1,1,1,1
e01098,1,1,1,1,1,1,0
e01099,1,1,1,1,1,0,1
e01100,1,1,1,0,0,0,0
e01101,1,1,1,1,0,0,1
e01102,1,1,1,1,1,0,0
e01103,1,1,1,1,1,1,1
e01104,1,1,1,1,0,0,0
e01105,1,1,1,1,1,1,1
e01106,1,1,1,1,1,1,1
e01107,1,1,1,1,1,1,0
e01108,1,1,1,1,1,0,0
e01109,1,1,1,1,1,1,1
e01110,1,1,1,1,1,1,0
e01111,1,1,1,1,1,1,1
e01112,1,1,1,1,1,1,1
e01113,1,1,1,1,1,1,1
e01114,1,1,1,1,1,1,1
e01115,1,1,1,1,1,1,1
e01116,1,1,1,1,1,1,0
e01117,1,1,1,1,1,1,1
e01118,1,1,1,1,1,1,1
e01119,1,1,1,1,1,1,0
e01120,1,1,1,1,1,1,1
e01121,1,1,1,1,1,1,1
e01122,0,0,1,1,1,0,0
e01123,1,1,1,1,1,1,0
e01124,1,1,1,1,0,1,1
e01125,1,1,1,1,0,0,1
e01126,1,1,1,1,1,1,1
e01127,1,1,1,1,1,1,1
e01128,1,1,1,1,1,1,0
e01129,1,1,1,1,0,0,0
e01130,1,1,1,1,1,0,0
e01131,1,1,1,1,1,1,0
e01132,1,1,1,1,1,1,0
e01133,1,1,1,1,1,0,0
e01134,1,1,1,1,1,1,0
e01135,1,1,1,1,1,1,0
e01136,1,1,1,1,0,0,0
e01137,1,1,1,1,0,0,0
e01138,1,1,1,1,1,1,1
e01139,1,1,1,1,1,1,1
e01140,1,1,1,1,1,1,1
e01141,1,1,1,1,0,1,1
e01142,1,1,1,0,0,0,1
e01143,1,1,1,1,0,1,1
e01144,1,1,1,1,0,0,0
e01145,1,1,1,1,1,0,0
e01146,1,1,1,1,1,0,0
e01147,0,0,1,1,0,1,0
e01148,1,1,1,1,1,0,0
e01149,1,1,1,1,1,1,1
e01150,1,1,1,1,1,1,1
e01151,1,1,1,1,0,0,1
e01152,1,1,1,1,1,1,1
e01153,1,1,1,1,1,0,1
e01154,0,0,1,1,1,1,1
e01155,1,1,1,1,1,0,1
e01156,1,1,1,1,1,0,0
e01157,1,1,1,1,1,1,1
e01158,1,1,1,1,1,1,1
e01159,1,1,1,1,1,1,1
e01160,1,1,1,1,1,1,1
e01161,1,1,1,1,1,1,0
e01162,1,1,1,1,1,1,1
e01163,1,1,1,1,1,0,0
e01164,1,1,1,1,1,1,1
e01165,1,1,1,1,1,1,1
e01166,1,1,1,1,1,1,1
e01167,1,1,1,1,1,1,0
e01168,1,1,1,0,0,1,1
e01169,1,1,1,1,1,1,1
e01170,1,1,1,1,1,0,0
e01171,1,1,1,1,1,1,1
e01172,1,1,1,1,1,1,0
e01173,1,1,1,0,0,0,1
e01174,1,1,1,1,1,1,0
e01175,1,1,1,1,1,1,0
e01176,1,1,1,1,0,0,0
e01177,1,1,1,1,0,1,1
e01178,1,1,1,1,0,1,0
e01179,1,1,1,1,0,0,1
e01180,1,1,1,1,1,1,0
e01181,1,1,1,1,1,1,1
e01182,1,1,1,1,1,1,1
e01183,1,1,1,1,1,1,0
e01184,1,1,1,1,0,1,0
e01185,1,1,1,1,1,1,1
e01186,1,1,1,1,1,0,0
e01187,1,1,1,1,0,0,1
e01188,1,1,1,1,1,0,0
e01189,1,1,1,1,1,0,0
e01190,1,1,1,1,1,1,0
e01191,1,1,1,1,1,0,0
e01192,1,1,1,1,1,1,0
e01193,1,1,1,1,1,1,0
e01194,1,1,1,1,1,1,1
e01195,1,1,1,1,1,1,1
e01196,1,1,1,1,1,1,0
e01197,1,1,1,1,1,1,0
e01198,1,1,1,1,1,1,0
e01199,1,1,1,1,1,0,0
e01200,1,1,1,1,1,1,1
e01201,1,1,1,1,1,1,0
e01202,1,1,1,1,1,1,1
e01203,1,1,1,1,1,1,0
e01204,1,1,1,1,0,0,1
e01205,1,1,1,1,1,1,1
e01206,1,1,1,1,1,1,1
e01207,1,1,1,1,1,1,1
e01208,1,1,1,1,1,1,1
e01209,1,1,1,1,1,0,1
e01210,1,1,1,1,1,1,0
e01211,1,1,1,1,1,1,1
e01212,1,1,1,1,1,1,0
e01213,1,1,1,1,1,1,1
e01214,1,1,1,1,0,0,0
e01215,1,1,1,1,1,1,1
e01216,1,1,1,1,1,1,1
e01217,1,1,1,1,1,1,0
e01218,1,1,1,1,1,1,0
e01219,1,1,1,1,1,1,1
e01220,1,1,1,0,0,1,0
e01221,1,1,1,1,1,0,0
e01222,1,1,1,1,1,1,0
e01223,1,1,1,1,1,1,1
e01224,1,1,1,1,1,1,1
e01225,1,1,1,1,1,1,0
e01226,1,1,1,0,0,0,0
e01227,1,1,1,1,1,0,1
e01228,1,1,1,0,0,0,0
e01229,1,1,1,1,0,0,1
e01230,1,1,1,1,1,1,1
e01231,1,1,1,0,0,1,1
e01232,1,1,1,1,1,1,0
e01233,1,1,1,1,1,1,0
e01234,1,1,1,1,0,0,0
e01235,1,0,0,0,0,0,0
e01236,1,1,1,1,0,0,1
e01237,1,1,1,1,1,1,0
e01238,1,1,1,1,1,1,0
e01239,1,1,1,1,1,1,1
e01240,1,1,1,1,1,1,1
e01241,1,1,1,1,1,1,1
e01242,1,1,1,1,1,0,1
e01243,1,1,1,1,1,1,0
e01244,1,1,1,1,1,1,1
e01245,1,1,1,1,1,1,1
e01246,1,1,1,1,1,1,1
e01247,1,1,1,1,1,1,1
e01248,1,1,1,1,0,0,0
e01249,1,1,1,1,0,0,1
e01250,1,1,1,1,1,1,1
e01251,1,1,1,1,1,1,0
e01252,1,1,1,1,1,1,1
e01253,1,1,1,1,1,1,1
e01254,1,1,1,1,1,0,0
e01255,1,1,1,1,0,0,0
e01256,1,1,1,1,1,1,1
e01257,1,1,1,1,1,1,1
e01258,1,1,1,1,1,1,1
e01259,1,1,1,1,1,1,1
e01260,1,1,1,1,0,0,0
e01261,1,1,1,1,1,0,1
e01262,1,1,1,1,1,1,1
e01263,1,1,1,1,1,1,1
e01264,1,1,1,1,1,1,1
e01265,1,1,1,1,1,1,1
e01266,1,1,1,1,1,1,1
e01267,1,1,1,1,1,0,1
e01268,1,1,1,1,0,0,1
e01269,1,1,1,1,0,0,0
e01270,1,1,1,1,1,1,1
e01271,1,1,1,1,0,0,0
e01272,1,1,1,1,1,1,1
e01273,1,1,1,1,1,1,0
e01274,1,1,1,1,1,1,1
e01275,1,1,1,1,1,1,1
e01276,1,1,1,1,1,1,0
e01277,1,1,1,1,1,1,1
e01278,1,1,1,1,1,1,0
e01279,1,1,1,1,1,0,0
e01280,1,1,1,1,1,1,0
e01281,1,1,1,1,1,0,1
e01282,1,1,1,1,1,1,1
e01283,1,1,1,1,1,0,0
e01284,1,1,1,1,1,1,0
e01285,1,0,1,1,1,1,1
e01286,1,1,1,1,1,0,0
e01287,1,1,1,1,1,1,1
e01288,1,1,1,1,1,1,1
e01289,1,1,1,1,0,1,0
e01290,1,1,1,1,0,0,1
e01291,1,1,1,1,0,0,0
e01292,1,1,1,1,0,0,0
e01293,1,1,1,1,1,1,1
e01294,1,1,1,1,1,1,0
e01295,1,1,1,1,1,0,1
e01296,1,1,1,1,1,1,0
e01297,1,1,1,1,1,1,1
e01298,1,1,1,1,1,1,1
e01299,1,1,1,1,0,0,0
e01300,1,1,1,1,1,1,1
e01301,1,1,1,1,1,0,0
e01302,1,1,1,1,1,0,0
e01303,1,1,1,1,1,1,0
e01304,1,1,1,1,1,1,1
e01305,1,1,1,1,1,1,0
e01306,1,1,1,1,0,1,0
e01307,1,1,1,1,1,1,1
e01308,1,1,1,1,1,1,0
e01309,1,1,1,1,0,0,1
e01310,1,1,1,1,1,1,0
e01311,1,1,1,1,1,0,0
e01312,1,1,1,1,0,0,0
e01313,1,1,1,1,0,0,1
e01314,1,1,1,1,1,1,1
e01315,1,1,1,1,1,1,1
e01316,1,1,1,1,0,0,0
e01317,1,1,1,1,1,1,0
e01318,1,1,1,1,0,0,0
e01319,1,1,1,1,1,1,0
e01320,1,1,1,1,0,0,1
e01321,1,1,1,1,1,0,1
e01322,0,0,1,1,1,1,1
e01323,1,1,1,1,1,0,0
e01324,1,1,1,1,1,1,0
e01325,1,1,1,1,1,0,0
e01326,1,1,1,1,1,0,0
e01327,1,1,1,1,1,1,0
e01328,1,1,1,1,1,0,1
e01329,1,1,1,1,1,1,1
e01330,1,1,1,1,0,0,1
e01331,1,1,1,1,1,1,1
e01332,1,1,1,1,1,0,0
e01333,1,1,1,1,1,0,1
e01334,1,1,1,1,1,1,0
e01335,1,1,1,1,1,1,0
e01336,1,1,1,0,1,0,0
e01337,1,1,1,1,1,1,1
e01338,1,1,0,1,1,1,1
e01339,1,1,1,1,1,1,1
e01340,1,1,1,1,1,1,0
e01341,1,1,1,1,1,1,1
e01342,1,1,1,1,1,0,0
e01343,1,1,1,1,1,1,1
e01344,1,1,1,1,1,1,0
e01345,1,1,1,1,1,1,0
e01346,1,1,1,1,1,1,0
e01347,1,1,1,1,1,1,1
e01348,1,1,1,1,1,1,0
e01349,1,1,1,0,0,0,0
e01350,1,1,1,0,1,1,0
e01351,1,1,1,1,1,0,1
e01352,1,1,1,1,1,0,0
e01353,1,1,1,1,1,1,0
e01354,1,1,1,1,1,1,0
e01355,1,1,1,1,1,1,0
e01356,1,1,1,1,0,0,0
e01357,1,1,1,1,1,0,0
e01358,1,1,1,1,1,1,1
e01359,1,1,1,1,1,1,0
e01360,1,1,1,1,1,0,0
e01361,1,1,1,1,1,1,0
e01362,1,1,1,1,1,1,1
e01363,1,1,1,1,0,0,0
e01364,1,1,1,1,1,1,1
e01365,1,1,1,1,1,1,1
e01366,1,1,1,1,0,0,0
e01367,1,1,1,1,1,1,1
e01368,1,1,1,1,1,1,0
e01369,1,1,1,1,1,1,0
e01370,1,1,1,1,1,1,0
e01371,1,1,1,1,1,1,0
e01372,0,0,1,1,1,1,1
e01373,1,1,1,1,1,1,0
e01374,1,1,1,1,1,0,1
e01375,1,1,1,1,1,1,1
e01376,1,1,1,1,1,0,0
e01377,1,1,1,1,1,1,1
e01378,1,1,1,1,1,1,0
e01379,1,1,1,1,1,1,0
e01380,1,1,1,1,1,0,0
e01381,1,1,1,1,1,0,0
e01382,1,1,1,1,0,0,0
e01383,1,1,1,1,1,1,0
e01384,1,1,1,1,1,1,1
e01385,1,1,1,1,1,0,1
e01386,1,1,1,1,1,1,1
e01387,1,1,1,1,1,1,1
e01388,1,1,1,1,1,0,1
e01389,1,1,1,0,1,0,0
e01390,1,1,1,1,1,1,0
e01391,1,1,1,1,1,1,0
e01392,1,1,1,1,1,1,0
e01393,1,1,1,1,1,0,1
e01394,1,1,1,1,0,1,0
e01395,1,1,1,1,1,1,1
e01396,1,1,1,1,1,1,1
e01397,1,1,1,1,1,1,1
e01398,1,0,1,1,0,0,0
e01399,1,1,1,1,1,1,1
e01400,1,1,1,1,1,1,0
e01401,1,1,1,1,1,1,0
e01402,1,1,1,1,1,1,1
e01403,1,1,1,1,1,1,0
e01404,1,1,1,1,1,1,0
e01405,1,1,1,1,0,1,0
e01406,1,1,1,1,1,1,1
e01407,1,1,1,1,1,1,1
e01408,1,1,1,1,1,1,0
e01409,1,1,1,1,1,0,0
e01410,1,1,1,1,0,0,0
e01411,1,1,1,1,1,1,1
e01412,1,1,1,1,1,1,1
e01413,1,1,1,1,1,1,0
e01414,1,1,1,1,1,1,0
e01415,1,1,1,1,0,0,0
e01416,1,1,1,1,1,1,0
e01417,1,1,1,1,1,1,0
e01418,1,1,1,1,1,1,1
e01419,1,1,1,1,0,0,0
e01420,1,1,1,1,1,1,0
e01421,1,1,1,1,0,0,0
e01422,1,1,1,1,1,1,1
e01423,1,1,1,1,1,1,0
e01424,1,1,1,1,1,1,1
e01425,1,1,1,1,1,1,0
e01426,1,1,1,1,0,1,0
e01427,1,1,1,1,1,1,1
e01428,1,1,1,1,1,1,0
e01429,1,1,1,1,1,0,0
e01430,1,1,1,1,0,0,0
e01431,1,1,1,1,1,1,1
e01432,1,1,1,1,0,1,0
e01433,1,1,1,1,1,1,1
e01434,1,1,1,1,1,0,0
e01435,1,1,1,1,1,1,0
e01436,1,1,1,1,1,1,1
e01437,1,1,1,1,1,1,0
e01438,1,1,1,1,1,1,0
e01439,1,1,1,1,1,1,0
e01440,1,1,1,1,1,0,1
e01441,1,1,1,1,1,1,1
e01442,1,1,1,1,0,0,1
e01443,1,1,1,1,0,1,1
e01444,1,1,1,1,1,0,1
e01445,1,1,1,1,1,1,1
e01446,1,1,1,1,1,1,0
e01447,1,1,1,1,1,0,1
e01448,1,1,1,1,0,0,0
e01449,1,1,1,1,0,1,1
e01450,1,1,1,1,1,1,1
e01451,1,1,1,1,0,0,0
e01452,1,1,1,1,1,1,1
e01453,1,1,1,0,1,0,1
e01454,1,1,1,1,1,1,0
e01455,1,1,1,1,1,1,1
e01456,1,1,0,1,0,0,1
e01457,1,1,1,1,1,1,0
e01458,1,1,1,1,0,0,0
e01459,1,1,1,1,1,1,1
e01460,1,1,1,1,0,0,0
e01461,1,1,1,1,1,1,1
e01462,1,1,1,1,0,0,0
e01463,1,1,1,1,1,0,0
e01464,1,1,1,1,1,0,0
e01465,1,1,1,1,1,1,1
e01466,1,1,1,1,1,0,1
e01467,1,1,1,1,1,1,1
e01468,1,1,1,1,1,1,1
e01469,1,1,1,1,1,1,1
e01470,1,1,1,1,1,0,0
e01471,0,0,1,1,1,0,0
e01472,1,1,1,1,1,1,0
e01473,1,1,1,1,1,1,0
e01474,1,1,1,1,1,1,0
e01475,1,1,1,1,1,0,0
e01476,1,1,1,1,1,1,0
e01477,1,1,1,1,0,1,0
e01478,1,1,1,1,1,1,1
e01479,1,1,1,1,1,0,0
e01480,1,1,1,1,1,0,0
e01481,1,1,1,1,0,0,0
e01482,1,0,0,0,0,0,0
e01483,1,1,1,1,1,1,0
e01484,1,1,1,1,1,1,1
e01485,1,1,1,1,1,0,1
e01486,1,1,1,1,1,1,1
e01487,1,1,1,1,1,1,1
e01488,1,1,1,1,1,1,0
e01489,1,1,1,1,1,1,1
e01490,1,1,1,0,0,1,1
e01491,1,1,1,1,1,1,1
e01492,1,1,1,1,1,1,0
e01493,1,1,1,1,1,0,0
e01494,1,1,1,1,1,1,1
e01495,1,1,1,1,1,1,0
e01496,1,1,1,1,1,1,1
e01497,1,1,1,1,1,1,0
e01498,1,1,1,1,1,1,1
e01499,1,1,1,1,0,1,1
e01500,1,1,1,1,1,1,0
e01501,1,1,1,1,1,1,1
e01502,1,1,1,1,1,1,1
e01503,1,1,1,1,1,1,1
e01504,1,1,1,1,1,1,0
e01505,1,1,1,1,1,1,1
e01506,1,1,1,1,1,1,0
e01507,1,1,1,1,0,0,1
e01508,1,1,1,1,1,1,0
e01509,1,1,1,1,0,0,1
e01510,1,1,1,1,0,0,0
e01511,1,1,1,1,0,0,0
e01512,1,1,1,1,1,1,0
e01513,1,1,1,1,1,1,0
e01514,1,1,1,1,1,1,0
e01515,1,1,1,1,1,1,1
e01516,1,1,1,1,1,1,0
e01517,1,1,1,1,1,1,1
e01518,1,1,1,1,1,1,1
e01519,1,1,1,1,0,0,1
e01520,1,1,1,1,0,0,0
e01521,1,1,1,1,0,0,0
e01522,1,1,1,1,1,1,0
e01523,1,1,1,1,1,1,1
e01524,1,1,1,1,1,0,0
e01525,1,1,1,1,1,1,1
e01526,1,1,1,1,1,0,0
e01527,1,1,1,1,1,1,0
e01528,1,1,1,1,0,0,0
e01529,1,1,1,1,1,1,1
e01530,1,1,1,1,1,1,1
e01531,1,1,1,1,1,1,1
e01532,1,1,1,1,0,0,0
e01533,1,1,1,1,1,1,0
e01534,1,1,1,1,1,0,1
e01535,1,1,1,1,0,0,0
e01536,1,1,1,1,1,1,1
e01537,1,1,1,1,1,0,0
e01538,1,1,1,1,1,1,1
e01539,1,1,1,1,1,1,1
e01540,1,1,1,1,1,1,1
e01541,1,1,1,1,0,0,0
e01542,1,1,1,1,1,1,1
e01543,1,1,1,1,1,1,0
e01544,1,1,1,1,1,1,0
e01545,1,1,1,1,1,1,1
e01546,1,1,1,1,0,0,0
e01547,1,1,1,1,1,1,0
e01548,1,1,1,1,1,0,1
e01549,1,1,1,1,1,0,0
e01550,1,1,1,1,1,1,1
e01551,1,1,1,1,1,0,0
e01552,1,1,1,1,1,0,0
e01553,1,1,1,1,1,1,1
e01554,1,1,1,1,0,0,0
e01555,1,1,1,1,1,1,1
e01556,1,1,1,1,1,1,0
e01557,1,1,1,1,1,0,0
e01558,1,1,1,1,1,1,0
e01559,1,1,1,1,1,1,1
e01560,1,1,1,1,1,1,1
e01561,1,1,1,1,1,1,1
e01562,1,1,1,1,1,1,1
e01563,1,1,1,0,0,0,1
e01564,1,1,1,1,1,1,1
e01565,1,1,1,1,1,0,0
e01566,1,1,1,0,0,1,0
e01567,1,1,1,1,1,0,1
e01568,1,1,1,1,1,0,1
e01569,1,1,1,1,1,0,0
e01570,1,1,1,1,1,0,1
e01571,1,1,1,1,1,1,1
e01572,1,1,1,1,1,1,0
e01573,1,1,1,1,1,1,0
e01574,1,1,1,1,1,1,0
e01575,1,1,1,1,1,1,1
e01576,1,1,1,1,1,1,1
e01577,1,1,1,1,0,0,0
e01578,1,1,1,1,1,0,0
e01579,1,1,1,1,0,0,0
e01580,1,1,1,1,1,1,0
e01581,1,1,1,1,1,1,1
e01582,1,0,0,0,0,0,0
e01583,1,1,1,1,1,1,1
e01584,1,1,1,1,1,0,0
e01585,1,1,1,1,1,0,1
e01586,1,1,1,1,1,1,0
e01587,1,1,1,1,1,1,1
e01588,1,1,1,1,1,0,0
e01589,1,1,1,1,1,1,0
e01590,1,1,1,1,1,0,0
e01591,1,1,1,1,1,1,1
e01592,1,1,1,1,1,1,0
e01593,1,1,1,1,1,1,0
e01594,1,1,1,1,0,1,0
e01595,1,1,1,1,1,0,1
e01596,1,1,1,1,1,1,0
e01597,1,1,1,1,1,1,0
e01598,1,1,1,1,1,0,0
e01599,1,1,1,1,1,1,0
e01600,1,1,1,1,0,1,0
e01601,1,1,1,1,1,1,1
e01602,1,1,1,1,1,1,1
e01603,1,1,1,1,0,0,0
